RUBRO,NOMBRE_FANTASIA,DIRECCION,NUMERO,LOCALIDAD,DEPARTAMENTO,TELEFONOS,CLASE,CATEGORIA,ESTADO,HABITACIONES,PLAZAS,TITULAR,E-MAIL,DIRECCION_COMPLETA,LATITUD,LONGITUD,cluster
ALOJAMIENTO,CASA GLEBINIAS,MEDRANO,2272,CHACRAS DE CORIA,LUJAN DE CUYO,4962116,ALOJAMIENTO,SIN CATEGORIZAR,E/T,9,18.0,"ARISTSRAIN, ALBERTO JOSE",info@casaglebinias.com,ALOJAMIENTO CASA GLEBINIAS CHACRAS DE CORIA LUJAN DE CUYO MENDOZA,-32.9987411,-68.8908309,1
ALOJAMIENTO,TIEMPO LIBRE,H.YRIGOYEN,1700,CIUDAD,SAN RAFAEL,0260-4424145,ALOJAMIENTO,SIN CATEGORIZAR,E/T,1,42.0,"BITTAR, NAYLA NURI",,ALOJAMIENTO TIEMPO LIBRE CIUDAD SAN RAFAEL MENDOZA,-34.6128922,-68.3390622,0
PAT,VIVIENDA DURAN,AV.CARDONATO,1905,CIUDAD,SAN RAFAEL,0260-4428293,PAT,PAT,INSCRIPTO,,,"DURAN, DELIA CASTILLO DE",,PAT VIVIENDA DURAN CIUDAD SAN RAFAEL MENDOZA,-34.622524,-68.3150487,0
HOSPEDAJE,ALESDAY,EMILIO CIVIT,265,CIUDAD,GRAL.ALVEAR,02625-422998,HOSPEDAJE,HOSPEDAJE,INSCRIPTO,3,8.0,"MONTANARO, FANNI RAQUEL",,HOSPEDAJE ALESDAY CIUDAD GRAL.ALVEAR MENDOZA,-34.9749836,-67.6981773,0
PAT,LA VIÃÂ¥UELA,PJE.COMUNERO NÃÂ§2,S/N,CIUDAD,SAN RAFAEL,0260-4485259-154537259,PAT,PAT,INSCRIPTO,4,20.0,"VIÃÂ¥UELA, SUSANA",info@lavinuela.com.ar,PAT LA VIÃÂ¥UELA CIUDAD SAN RAFAEL MENDOZA,-34.6128922,-68.3390622,0
APART-HOTEL,SOLARES DE MAIPU,OZAMIS,41,CIUDAD,MAIPU,4815115,APART-HOTEL,2 ESTRELLAS,INSCRIPTO,2,4.0,"MASETO, SUSANA Y OTROS",solaresmaipu@hotmail.com,APART-HOTEL SOLARES DE MAIPU CIUDAD MAIPU MENDOZA,-32.9856009,-68.790677,1
HOSTEL,EL PUESTO HOSTEL,LOS TULIPANES,S/N,POTRERILLOS,LUJAN DE CUYO,154674356,HOSTEL,HOSTEL,INSCRIPTO,2,10.0,"FORTUNA, CRISTIAN",reservas@elpuestopotrerillos.com.ar,HOSTEL EL PUESTO HOSTEL POTRERILLOS LUJAN DE CUYO MENDOZA,-32.9720249,-68.8211765,1
PAT,ADAMO APART,CHILE,98,CIUDAD,SAN RAFAEL,0260-4425040,PAT,PAT,INSCRIPTO,2,8.0,"ADAMO, WALTER OMAR",,PAT ADAMO APART CIUDAD SAN RAFAEL MENDOZA,-34.61468,-68.330477,0
PAT,BACO,LA PALINE,1950,CUADRO BENEGAS,SAN RAFAEL,,PAT,PAT,INSCRIPTO,2,14.0,"MONTIVERO, VIVIANA BEATRIZ",,PAT BACO CUADRO BENEGAS SAN RAFAEL MENDOZA,-34.6265774,-68.4320292,0
APART-HOTEL,EL NEVADO,ADOLFO PUEBLA,343,CIUDAD,MALARGUE,0260-4470647-4472448,APART-HOTEL,1 ESTRELLA,INSCRIPTO,6,32.0,"GONZALEZ, ADRIANA ALEJANDRA",ssegovia@infovia.comar,APART-HOTEL EL NEVADO CIUDAD MALARGUE MENDOZA,-35.4678132,-69.5863257,2
VIV.USO TCO.,LAS MAGNOLIAS,BALLOFFET,2245,CIUDAD,SAN RAFAEL,0260-4423915//154482102,ALOJAMIENTO,SIN CATEGORIZAR,E/T,3,12.0,"SALOMON, MARIO CAROLINA",,VIV.USO TCO. LAS MAGNOLIAS CIUDAD SAN RAFAEL MENDOZA,-34.6080315,-68.3611203,0
PAT,LAS 4 ESTACIONES,EINSTEN,920,CIUDAD,SAN RAFAEL,0260-154403440,PAT,PAT,INSCRIPTO,4,16.0,"FERRRAIVOZO, RODOLFO",lascuatroestaciones@yahoo.com.ar,PAT LAS 4 ESTACIONES CIUDAD SAN RAFAEL MENDOZA,-34.6909228,-68.3855544,0
ALOJAMIENTO,LA CAUTIVA,RUTA 7 Y CUITIÃÂ¥O,KM.991,ALTO VERDE,SAN MARTIN,0263-4446191 - 4419048,ALOJAMIENTO,SIN CATEGORIZAR,E/T,1,12.0,"LANCELLOTTI, MARIA LOREA GABRIELA",info@lacautivaturismo.com.ar,ALOJAMIENTO LA CAUTIVA ALTO VERDE SAN MARTIN MENDOZA,-33.1543394,-68.3550483,1
HOSTERIA,DON ROMULO,ALMIRANTE BROWN,1200,CIUDAD,TUPUNGATO,02622-489020,HOSTERIA,1 ESTRELLA,INSCRIPTO,11,28.0,ROUG S.A.,donromulo@hotmail.com,HOSTERIA DON ROMULO CIUDAD TUPUNGATO MENDOZA,-33.3631214,-69.1447867,3
ALOJAMIENTO,FINCA LA PUEBLA,INDEPENDENCIA,S/N,LA CONSULTA,SAN CARLOS,156917291,HOSPEDAJE RURAL,HOSPEDAJE RURAL,INSCRIPTO,6,25.0,"PEREIRA, MARIA ALEJANDRA",reservas@fincalapuebla.com,ALOJAMIENTO FINCA LA PUEBLA LA CONSULTA SAN CARLOS MENDOZA,-33.7363781,-69.1381065,3
VIV.USO TCO.,OSVALDO GOMEZ,SAN LORENZO,222,CIUDAD,SAN RAFAEL,0260-4422694,ALOJAMIENTO,SIN CATEGORIZAR,E/T,1,11.0,"GOMEZ, OSVALDO",,VIV.USO TCO. OSVALDO GOMEZ CIUDAD SAN RAFAEL MENDOZA,-34.6128922,-68.3390622,0
ALOJAMIENTO,GRAN HOSTEL USPALLATA,RUTA 7,KM.1147,USPALLATA,LAS HERAS,02624-4420449,ALOJAMIENTO,SIN CATEGORIZAR,E/T,28,38.0,FEDERACION ARGENTINA EMPLEADOS,hostelfaecys@yahoo.com,ALOJAMIENTO GRAN HOSTEL USPALLATA USPALLATA LAS HERAS MENDOZA,-32.5849375,-69.3535625,1
PAT,SOL DE VISTALBA,ROQUE SAENZ PEÃÂ¥A,5772,VISTALBA,LUJAN DE CUYO,,PAT,PAT,INSCRIPTO,2,6.0,"CORNEJO, DORA MARIA DE LOURDES",soldevistalba@yahoo.com.ar,PAT SOL DE VISTALBA VISTALBA LUJAN DE CUYO MENDOZA,-33.0270986,-68.9070565,1
ALOJAMIENTO,VILLA CAMPESTRE,AV.DEL SOL,S/N,POTRERILLOS,LUJAN DE CUYO,,ALOJAMIENTO,SIN CATEGORIZAR,E/T,3,20.0,"MARTINEZ, GRACIELA ANDREA",www.villacampestre.com.ar,ALOJAMIENTO VILLA CAMPESTRE POTRERILLOS LUJAN DE CUYO MENDOZA,-33.0193252,-69.2930831,1
APART-HOTEL,INTI APART HOTEL,CAÃÂ¥ADITA ALEGRE,109,DORREGO,GUAYMALLEN,4319308-4314677,APART-HOTEL,2 ESTRELLAS,INSCRIPTO,19,45.0,REBYN S.A.,intiaparthotel@tutopia.com.ar,APART-HOTEL INTI APART HOTEL DORREGO GUAYMALLEN MENDOZA,-32.8989469,-68.8117582,1
ALOJAMIENTO,VADERMESA,AV.MITRE,535,CIUDAD,CAPITAL,155187681,ALOJAMIENTO,SIN CATEGORIZAR,E/T,1,6.0,"VADERMESA, GRACIELA",,ALOJAMIENTO VADERMESA CIUDAD CAPITAL MENDOZA,-34.5869034,-68.1431414,0
ALOJAMIENTO,PORTEZUELO DEL VIENTO,RUTA NAC. 7,KM.1233,LAS CUEVAS,LAS HERAS,0261-6511646,ALOJAMIENTO,SIN CATEGORIZAR,E/T,,,PORTEZUELO DEL VIENTO S.R.L.,portezuelodelviento@gmail.com,ALOJAMIENTO PORTEZUELO DEL VIENTO LAS CUEVAS LAS HERAS MENDOZA,-32.8137717,-70.0489984,1
PAT,MURAS,BANDERA DE LOS ANDES,3170,VILLA NUEVA,GUAYMALLEN,4460623,PAT,PAT,INSCRIPTO,10,30.0,FAMEXIT S.A.,muras@speedy.com.ar,PAT MURAS VILLA NUEVA GUAYMALLEN MENDOZA,-32.90131,-68.7826614,1
ALOJAMIENTO,FRANK BUNGALOWS,CALLE 7 ENTRE 5 Y 7,S/N,LA MARZOLINA,GRAL.ALVEAR,02625-425297,ALOJAMIENTO,SIN CATEGORIZAR,E/T,3,12.0,"GALAMBO, ANA MARIA",,ALOJAMIENTO FRANK BUNGALOWS LA MARZOLINA GRAL.ALVEAR MENDOZA,-35.0155967,-67.6641406,0
HOSPEDAJE,ANDESOL APART,COMANDANTE ESPORA,233,CIUDAD,SAN RAFAEL,0260-4424991,HOSPEDAJE,HOSPEDAJE,INSCRIPTO,4,20.0,"BELLOMO, CARMELINO",www.andesolapart.com.ar,HOSPEDAJE ANDESOL APART CIUDAD SAN RAFAEL MENDOZA,-34.6171289,-68.3185369,0
ALOJAMIENTO,OZCAYNA,RUTA 34 Y CAMARGO,S/N,JOCOLI VIEJO,LAVALLE,6564761,ALOJAMIENTO,SIN CATEGORIZAR,E/T,6,20.0,"JAIME, AMANDA JULIANA",amandajaime2007@hotmail.com,ALOJAMIENTO OZCAYNA JOCOLI VIEJO LAVALLE MENDOZA,-32.7197494,-68.6126213,1
CABAÑAS,CABAÃÂ¥AS VIÃÂ¥A ALIWEN,ROQUE SAENZ PEÃÂ¥A,5671,VISTALBA,LUJAN DE CUYO,4985719,CABAÑAS,HOSPEDAJE,INSCRIPTO,2,12.0,"CAPASSO, ALEJANDRO",info@cabanasaliwen.com.ar / cabanasaliwen@gmail.com,CABAÃÂ¥AS CABAÃÂ¥AS VIÃÂ¥A ALIWEN VISTALBA LUJAN DE CUYO MENDOZA,-33.0309325,-68.9391792,1
HOSPEDAJE,PALMANOBA,PEDRO MOLINA,294,SAN JOSE,GUAYMALLEN,4455840,HOSPEDAJE,HOSPEDAJE,INSCRIPTO,10,40.0,"OROPEL, ZULMA",,HOSPEDAJE PALMANOBA SAN JOSE GUAYMALLEN MENDOZA,-32.8792072,-68.8237266,1
ALOJAMIENTO,EL TEPEYAC,RUTA 150,2795,25 DE MAYO,SAN RAFAEL,0260-4426737,ALOJAMIENTO,SIN CATEGORIZAR,E/T,8,40.0,"BARRENECHEA, MARIA DE LA CRUZ",info@eltepeyac.com.ar,ALOJAMIENTO EL TEPEYAC 25 DE MAYO SAN RAFAEL MENDOZA,-34.5818277,-68.5146602,0
HOSTEL,CILIX,VALLE DE LAS LEÃÂ¥AS,S/N,LAS LEÃÂ¥AS,MALARGUE,011-43715287,HOSTEL,HOSTEL,INSCRIPTO,120,500.0,"GUIDO, JORGE",,HOSTEL CILIX LAS LEÃÂ¥AS MALARGUE MENDOZA,-35.484462,-69.5797495,2
HOTEL,VIRGO,VALLE DE LAS LEÃÂ¥AS,S/N,LAS LEÃÂ¥AS,MALARGUE,0260-4470381,HOTEL,5 ESTRELLAS,INSCRIPTO,106,207.0,NIEVE HOTELERA S.A.,,HOTEL VIRGO LAS LEÃÂ¥AS MALARGUE MENDOZA,-35.484462,-69.5797495,2
CABAÑAS,BRISAS DEL SUR,SATURNINO TORRES E.,235,CIUDAD,MALARGUE,0260-4470157-154557537,CABAÑAS,1 ESTRELLA,INSCRIPTO,,,"MARTNIEZ, RAQUEL",info@brisasdeslsurcabanas.com.ar,CABAÃÂ¥AS BRISAS DEL SUR CIUDAD MALARGUE MENDOZA,-35.4676951,-69.5823425,2
ALOJAMIENTO,POATALES HOTEL BOUTIQUE,TABANERA,KM1.1,COLONIA LAS ROSAS,TUNUYAN,261-6465566,ALOJAMIENTO,SIN CATEGORIZAR,E/T,11,25.0,NORD SUD S.A.,stornini@gmail.com,ALOJAMIENTO POATALES HOTEL BOUTIQUE COLONIA LAS ROSAS TUNUYAN MENDOZA,-33.6053677,-69.1235029,3
CABAÑAS,RIO MENDOZA,RUTA PROV.82,KM. 29,CACHEUTA,LUJAN DE CUYO,4240652,CABAÑAS,1 ESTRELLA,INSCRIPTO,5,24.0,SETIEMBRE S.A.,info@riomendoza.com.ar,CABAÃÂ¥AS RIO MENDOZA CACHEUTA LUJAN DE CUYO MENDOZA,-32.9934519,-68.8869352,1
CABAÑAS,CABAÃÂ¥AS DEL MESON,M 21 C 9,S/N,POTRERILLOS,LUJAN DE CUYO,02624-481920,CABAÑAS,SIN CATEGORIZAR,E/T,,,"TORRES, MARIA MARLA BEATRIZ DE",info@cabanasdelmeson.com.ar,CABAÃÂ¥AS CABAÃÂ¥AS DEL MESON POTRERILLOS LUJAN DE CUYO MENDOZA,-32.9507408,-69.2056274,1
HOTEL,ACUARIO,VALLE DE LAS LEÃÂ¥AS,S/N,LAS LEÃÂ¥AS,MALARGUE,,HOTEL,3 ESTRELLAS,INSCRIPTO,44,121.0,VALLE DE LAS LEÃÂ¥AS S.A.,,HOTEL ACUARIO LAS LEÃÂ¥AS MALARGUE MENDOZA,-35.484462,-69.5797495,2
ALOJAMIENTO,RINCON DE POTRERILLOS,AV.DEL SOL,S/N,POTRERILLOS,LUJAN DE CUYO,02624-481021,ALOJAMIENTO,SIN CATEGORIZAR,E/T,5,28.0,"LAGOS, GUILLERMO",rinconpotrerillos@yahoo.com.ar,ALOJAMIENTO RINCON DE POTRERILLOS POTRERILLOS LUJAN DE CUYO MENDOZA,-33.018123,-69.286922,1
HOSTERIA RURAL,TERRAZAS,THAMES Y COCHABAMBA,S/N,PERDRIEL,LUJAN DE CUYO,4880058,HOSTERIA RURAL,3 ESTRELLAS,INSCRIPTO,6,12.0,BODEGAS CHANDON,,HOSTERIA RURAL TERRAZAS PERDRIEL LUJAN DE CUYO MENDOZA,-33.0764292,-68.8868944,1
ALOJAMIENTO,LA VALTELINA,RUTA 222,KM.30,LOS MOLLES,MALARGUE,0260-154402761/011-44866802,ALOJAMIENTO,SIN CATEGORIZAR,E/T,,,"GASPARETTI, SERGIO ANTONIO",gasparetti@hotmail.com,ALOJAMIENTO LA VALTELINA LOS MOLLES MALARGUE MENDOZA,-35.1588146,-69.9396583,2
HOSPEDAJE,LA FLOR DEL PAGO,AV.LOS CONDORES,S/N,POTRERILLOS,LUJAN DE CUYO,4456449-156211782,HOSPEDAJE,HOSPEDAJE,INSCRIPTO,13,35.0,"NABAS, LUIS SERGIO",www.cabanasflordelpago.com.ar,HOSPEDAJE LA FLOR DEL PAGO POTRERILLOS LUJAN DE CUYO MENDOZA,-32.967155,-69.2409292,1
ALOJAMIENTO,FINCA ARCO IRIS,RUTA 40,KM. 150,PAREDITAS,SAN CARLOS,4235528,HOTEL,3 ESTRELLAS,INSCRIPTO,2,12.0,"MERATI FOSCARINI, GIULIO",,ALOJAMIENTO FINCA ARCO IRIS PAREDITAS SAN CARLOS MENDOZA,-33.9426032,-69.0785906,3
PAT,KILOMETRO O,AMIGORENA,80,CIUDAD,CAPITAL,4293679,PAT,PAT,INSCRIPTO,,,"KALOVULOS, MAGDALENA",,PAT KILOMETRO O CIUDAD CAPITAL MENDOZA,-32.8894587,-68.8458386,1
ALOJAMIENTO,CASAS DE FINCA COLUMNA,LIBERTAD,S/N,TRES ESQUINAS,SAN CARLOS,155886915,ALOJAMIENTO,SIN CATEGORIZAR,E/T,4,17.0,FIDEICOMISO S.A.F.E.,"fincacolumna@yahoo.co,.ar",ALOJAMIENTO CASAS DE FINCA COLUMNA TRES ESQUINAS SAN CARLOS MENDOZA,-33.8280331,-69.064901,3
APART-HOTEL,ALTEZZA,AV.ESPAÃÂ¥A,1581,CIUDAD,CAPITAL,4252127,APART-HOTEL,3 ESTRELLAS,INSCRIPTO,24,70.0,ALTEZZA S.A.,informes@altezzasuites.com.ar,APART-HOTEL ALTEZZA CIUDAD CAPITAL MENDOZA,-32.8850939,-68.8404585,1
ALOJAMIENTO,VIÃÂ¥EDO DORADO,COLOMBRES,155,CIUDAD,TUNUYAN,0261-5247990,ALOJAMIENTO,SIN CATEGORIZAR,E/T,12,40.0,VIÃÂ¥EDOS DORADOS S.R.L.,info@vinedosdorados.com.ar,ALOJAMIENTO VIÃÂ¥EDO DORADO CIUDAD TUNUYAN MENDOZA,-33.5813185,-69.0153361,3
APART-HOTEL,MONTAÃÂ¥AS AZULES,PERU,1290,CIUDAD,CAPITAL,4054200,APART-HOTEL,3 ESTRELLAS,INSCRIPTO,35,100.0,ARTRANS S.A.,www.mazules.com.ar - reservas@mazules.com.ar,APART-HOTEL MONTAÃÂ¥AS AZULES CIUDAD CAPITAL MENDOZA,-32.8894587,-68.8458386,1
PAT,AVELLANEDA RENT APART,AVELLANEDA,197,CIUDAD,CAPITAL,,PAT,PAT,INSCRIPTO,4,16.0,TEXTIL DIXIT S.A.,apartavellaneda@gmail.com,PAT AVELLANEDA RENT APART CIUDAD CAPITAL MENDOZA,-32.8894587,-68.8458386,1
ALOJAMIENTO,LAS ESPUELAS,LAS ROSAS,S/N,LAS CARDITAS-POTRERILOS,LUJAN DE CUYO,4444588-156578556,PAT,PAT,INSCRIPTO,2,12.0,"PIZARRO GOMEZ, FERNANDO",info@espueslaspotrerillos.com.ar,ALOJAMIENTO LAS ESPUELAS LAS CARDITAS-POTRERILOS LUJAN DE CUYO MENDOZA,-32.961509,-69.260773,1
ALOJAMIENTO,SAVOIA,AVELLANEDA,3653,BERMEJO,GUAYMALLEN,4510960,ALOJAMIENTO,SIN CATEGORIZAR,E/T,103,300.0,ARVAC S.A.,alejandra@hotelsavoia.com,ALOJAMIENTO SAVOIA BERMEJO GUAYMALLEN MENDOZA,-32.8738464,-68.7812728,1
ALOJAMIENTO,CHARDONNAY,AV.CORREA,28,CIUDAD,TUPUNGATO,2622-488808,ALOJAMIENTO,SIN CATEGORIZAR,E/T,11,16.0,"LEITTRS, JUAN PABLO",info@hotelchardonnay.com.ar,ALOJAMIENTO CHARDONNAY CIUDAD TUPUNGATO MENDOZA,-33.3728036,-69.1475583,3
ALOJAMIENTO,SAN RAFAEL GROUP,CORRIENTES,1014,CIUDAD,SAN RAFAEL,0260-4434464,ALOJAMIENTO,SIN CATEGORIZAR,E/T,4,18.0,"RODRIGUEZ, HECTOR",www.sanrafelgroup.com,ALOJAMIENTO SAN RAFAEL GROUP CIUDAD SAN RAFAEL MENDOZA,-34.614293,-68.34266,0
ALOJAMIENTO,LIFE HOUSE,GUTIERREZ,565,CIUDAD,CAPITAL,,ALOJAMIENTO,SIN CATEGORIZAR,E/T,26,115.0,"SUSSO, JORGE ENRIQUE",reservas@lifehouse.com.ar,ALOJAMIENTO LIFE HOUSE CIUDAD CAPITAL MENDOZA,-32.8894587,-68.8458386,1
VIV.USO TCO.,SALVADOR PEREZ,AV.COLON,631,CIUDAD,CAPITAL,4290609,ALOJAMIENTO,SIN CATEGORIZAR,E/T,1,3.0,"PEREZ, SALVADOR LEONIDAS",,VIV.USO TCO. SALVADOR PEREZ CIUDAD CAPITAL MENDOZA,-34.5869034,-68.1431414,0
ALOJAMIENTO,NUEVO MUNDO,BALLOFFET,825,CIUDAD,SAN RAFAEL,0260-4445666,ALOJAMIENTO,SIN CATEGORIZAR,E/T,,89.0,NUEVO MUNDO S.R.L.,,ALOJAMIENTO NUEVO MUNDO CIUDAD SAN RAFAEL MENDOZA,-34.6197249,-68.3469647,0
CABAÑAS,HUELTEN CABAÃÂ¥AS,EMILIO CIVIT,933,CIUDAD,MALARGUE,0260-4472713/154624809,HOSPEDAJE VIVIENDA DE ALQUILER,HOSPEDAJE VIVIENDA DE ALQUILER,INSCRIPTO,4,18.0,"ARRIETA, FABIANA",hueltencabanas@yahoo.com.ar - www.hueltencabanas.com.ar,CABAÃÂ¥AS HUELTEN CABAÃÂ¥AS CIUDAD MALARGUE MENDOZA,-35.4758025,-69.5824285,2
CABAÑAS,ALTA PAMPA,RUTA 40,2652,CIUDAD,MALARGUE,0260-154644352,CABAÑAS,2 ESTRELLAS,E/T,,,"VIPERA, JUAN JULIO",alquiler@altapampa.net,CABAÃÂ¥AS ALTA PAMPA CIUDAD MALARGUE MENDOZA,-35.4405887,-69.5856511,2
ALOJAMIENTO,POSTA PUEYRREDON,PUEYRREDON,397,CHACRAS DE CORIA,LUJAN DE CUYO,4962597,ALOJAMIENTO,SIN CATEGORIZAR,E/T,4,17.0,"FERNANDEZ, JORGE EDUARDO",www.postapueyrredon.com.ar,ALOJAMIENTO POSTA PUEYRREDON CHACRAS DE CORIA LUJAN DE CUYO MENDOZA,-32.9935306,-68.8859119,1
ALOJAMIENTO,CABAÃÂ¥AS EL VALLE,SAN MARTIN,1181,VISTA FLORES,TUNUYAN,02622-495548,ALOJAMIENTO,SIN CATEGORIZAR,E/T,,,"MOYANO, MARIO OMAR",turismotunuyan@gmail.com,ALOJAMIENTO CABAÃÂ¥AS EL VALLE VISTA FLORES TUNUYAN MENDOZA,-33.6509809,-69.1558647,3
ALOJAMIENTO,UNIVERAL PARK,CANADA,231,CIUDAD,SAN RAFAEL,,ALOJAMIENTO,SIN CATEGORIZAR,E/T,4,20.0,"ACEVEDO, VERONICA PAULA",www.universalpark.com.ar,ALOJAMIENTO UNIVERAL PARK CIUDAD SAN RAFAEL MENDOZA,-34.6128922,-68.3390622,0
PAT,ALTOS ANDINOS APARTMENTS,DR. RAMON CARRILLO ENTRE 1 Y 2-6ÃÂ§ SECCION,S/N,CIUDAD,CAPITAL,,PAT,PAT,INSCRIPTO,7,26.0,"YASSER, ARIEL GUSTAVO",altosandinosapartments@gmail.com,PAT ALTOS ANDINOS APARTMENTS CIUDAD CAPITAL MENDOZA,-32.8894587,-68.8458386,1
ALOJAMIENTO,HOTEL FRANCIA,FRANCIA,244,CIUDAD,SAN RAFAEL,02627-4429351,ALOJAMIENTO,SIN CATEGORIZAR,E/T,12,30.0,"MEDRANO, SILVIA",,ALOJAMIENTO HOTEL FRANCIA CIUDAD SAN RAFAEL MENDOZA,-34.6152505,-68.3258408,0
ALOJAMIENTO,LA GERTRUDIS,CERRETI,64,LA CONSULTA,SAN CARLOS,02622-471456/471404,ALOJAMIENTO,SIN CATEGORIZAR,E/T,,,"FRAGALA, CLAUDIA",www.estacionvalledeuco.com.ar,ALOJAMIENTO LA GERTRUDIS LA CONSULTA SAN CARLOS MENDOZA,-33.7081643,-69.0768647,3
PAT,CABAÃÂ¥AS LOS OLIVOS,SARGENTO MEDINA Y USPALLATA,S/N,CIUDAD,GRAL.ALVEAR,02625-425016 / 15409772,PAT,PAT,INSCRIPTO,2,10.0,"MUZAS, SUSANA",cabanas_losolivos@hotmail.com,PAT CABAÃÂ¥AS LOS OLIVOS CIUDAD GRAL.ALVEAR MENDOZA,-34.9779882,-67.6893858,0
CABAÑAS,TIERRA DE LUNA,MAZZONI Y LAS NIEVES,S/N,POTRERILLOS,LUJAN DE CUYO,02624-483007,CABAÑAS,1 ESTRELLA,INSCRIPTO,2,12.0,"WAINHAUS, CECILIA",,CABAÃÂ¥AS TIERRA DE LUNA POTRERILLOS LUJAN DE CUYO MENDOZA,-32.9629816,-69.2585104,1
HOTEL,EXECUTIVE HOTELS,SAN LORENZO,660,CIUDAD,CAPITAL,5245000,HOTEL,4 ESTRELLAS,INSCRIPTO,79,176.0,EMPRENDIMIENTOS INMOBILIARIOS S.A.,recepcionmdz@amerian.com,HOTEL EXECUTIVE HOTELS CIUDAD CAPITAL MENDOZA,-32.8409382,-69.8411273,1
ALOJAMIENTO,CABAÃÂ¥AS ENTRE EL ATUEL Y EL DIAMANTE,CUBILLOS,S/N,RAMA CAIDA,SAN RAFAEL,0260-4564702,ALOJAMIENTO,SIN CATEGORIZAR,E/T,,,"ROLNY, ARIEL EMILIO",rama_caida@hotmail.com,ALOJAMIENTO CABAÃÂ¥AS ENTRE EL ATUEL Y EL DIAMANTE RAMA CAIDA SAN RAFAEL MENDOZA,-34.7394534,-68.4006333,0
PAT,AZUL DEPARTAMEMTOS,AV.ROQUE SAENZ PEÃÂ¥A,508,CIUDAD,CAPITAL,4256755,PAT,PAT,INSCRIPTO,4,20.0,"SEGURA, ALIDA ROSA",azuldepartamentos@hotmail.com,PAT AZUL DEPARTAMEMTOS CIUDAD CAPITAL MENDOZA,-32.8810286,-68.8556808,1
ALOJAMIENTO,CABAÃÂ¥AS MALBEC,JENSEN,115,LAS PAREDES,SAN RAFAEL,0260-154562606,ALOJAMIENTO,SIN CATEGORIZAR,E/T,2,10.0,"LOPEZ, IVAN",,ALOJAMIENTO CABAÃÂ¥AS MALBEC LAS PAREDES SAN RAFAEL MENDOZA,-34.5904559,-68.4116282,0
ALOJAMIENTO,DAYVAR CLUB,RUTA 94,S/N,EL MANZANO,TUNUYAN,4249908,ALOJAMIENTO,SIN CATEGORIZAR,E/T,12,35.0,DAYVAR CONDOMINIOS S.A.,info@dayvar.com.ar,ALOJAMIENTO DAYVAR CLUB EL MANZANO TUNUYAN MENDOZA,-33.5989928,-69.4268717,3
ALOJAMIENTO,CHE PAOLO LAS VEGAS,LAS VIOLETAS Y LAS PALOMAS,S/N,POTRERILLOS,LUJAN DE CUYO,02624-481017,ALOJAMIENTO,SIN CATEGORIZAR,E/T,2,12.0,MUTUAL INTEGRAL PCIAL.DE AYUDA AL DIABETICO,,ALOJAMIENTO CHE PAOLO LAS VEGAS POTRERILLOS LUJAN DE CUYO MENDOZA,-33.011263,-69.2734293,1
HOTEL,URBANA CLASS HOTEL,25 DE MAYO,1540,CIUDAD,CAPITAL,4340333,HOTEL,3 ESTRELLAS,INSCRIPTO,46,100.0,MARIANI CONSTRUCTURA S.A.,gerencia@urbanasuites.com.ar,HOTEL URBANA CLASS HOTEL CIUDAD CAPITAL MENDOZA,-32.8844135,-68.8459535,1
ALOJAMIENTO,PESCARA 60,PESCARA,60,CIUDAD,MAIPU,261-5680675,ALOJAMIENTO,SIN CATEGORIZAR,E/T,,,M.H. S.R.L.,contacto@pescara60.com,ALOJAMIENTO PESCARA 60 CIUDAD MAIPU MENDOZA,-32.9859462,-68.7879304,1
HOTEL,ARENA MAIPU RESORT - HOTEL ESPLENDOR,LATERAL SUR EMILIO CIVIT Y MAZA,S/N,CIUDAD,MAIPU,4819800-4811037,HOTEL,4 ESTRELLAS,INSCRIPTO,118,236.0,DESARROLLOS MAIPU S.A.,info@arenamaipu.com.ar,HOTEL ARENA MAIPU RESORT - HOTEL ESPLENDOR CIUDAD MAIPU MENDOZA,-32.9584934,-68.7895478,1
ALOJAMIENTO,FINCA LA PENULTIMA,LAS HERAS,487,25 DE MAYO,SAN RAFAEL,260-4054453,ALOJAMIENTO,SIN CATEGORIZAR,E/T,2,10.0,"DE BRUIN, PETER",peedebee@yahoo.com.ar,ALOJAMIENTO FINCA LA PENULTIMA 25 DE MAYO SAN RAFAEL MENDOZA,-34.5785787,-68.5541767,0
ALOJAMIENTO,ROSA DE LOS ANDES,MANUEL CERETTI,97,LA CONSULTA,SAN CARLOS,02622-15464010,ALOJAMIENTO,SIN CATEGORIZAR,E/T,5,25.0,"GALVAN, GRACIELA",www.rosadelosandes.com.ar,ALOJAMIENTO ROSA DE LOS ANDES LA CONSULTA SAN CARLOS MENDOZA,-33.7339291,-69.1199066,3
HOTEL,DE LA CAVA,RUTA NACIONAL,7,,SAN MARTIN,0263-4430410,HOTEL,3 ESTRELLAS,INSCRIPTO,16,40.0,"DIBIAGI, NOEMI TERESA",info@delacava.com,HOTEL DE LA CAVA nan SAN MARTIN MENDOZA,-33.0806497,-68.47057,1
CABAÑAS,COMPLEJO LOS NOGALES,AV.SAN MARTIN NORTE,946,CIUDAD,MALARGUE,0260-154557635-154300061,CABAÑAS,2 ESTRELLAS,INSCRIPTO,8,24.0,"MAYA, EDGARDO",info@complejolosnogales.com.ar,CABAÃÂ¥AS COMPLEJO LOS NOGALES CIUDAD MALARGUE MENDOZA,-35.4569079,-69.5856296,2
